"Step","afl_3_schedule_all - lambdas.6","afl_3_schedule_all - lambdas.6__MIN","afl_3_schedule_all - lambdas.6__MAX","afl_2_schedule_all - lambdas.6","afl_2_schedule_all - lambdas.6__MIN","afl_2_schedule_all - lambdas.6__MAX","afl_1_schedule_all - lambdas.6","afl_1_schedule_all - lambdas.6__MIN","afl_1_schedule_all - lambdas.6__MAX"
"1","0.0996157870716396","0.0996157870716396","0.0996157870716396","0.0998569043066136","0.0998569043066136","0.0998569043066136","0.09947774652962053","0.09947774652962053","0.09947774652962053"
"2","0.09912222877035959","0.09912222877035959","0.09912222877035959","0.0996202854961807","0.0996202854961807","0.0996202854961807","0.09865368715971003","0.09865368715971003","0.09865368715971003"
"3","0.0984328841426046","0.0984328841426046","0.0984328841426046","0.09922062541082036","0.09922062541082036","0.09922062541082036","0.09754689789080943","0.09754689789080943","0.09754689789080943"
"4","0.09754213071625598","0.09754213071625598","0.09754213071625598","0.09861481046320857","0.09861481046320857","0.09861481046320857","0.096297935848551","0.096297935848551","0.096297935848551"
"5","0.09652005227150072","0.09652005227150072","0.09652005227150072","0.09781790144228267","0.09781790144228267","0.09781790144228267","0.09502033166213503","0.09502033166213503","0.09502033166213503"
"6","0.09544958120989872","0.09544958120989872","0.09544958120989872","0.09689204069507751","0.09689204069507751","0.09689204069507751","0.09377538239945686","0.09377538239945686","0.09377538239945686"
"7","0.09438390873800233","0.09438390873800233","0.09438390873800233","0.0959059727793413","0.0959059727793413","0.0959059727793413","0.09259038160213715","0.09259038160213715","0.09259038160213715"
"8","0.09334577926020976","0.09334577926020976","0.09334577926020976","0.09490724864654383","0.09490724864654383","0.09490724864654383","0.09147418373875013","0.09147418373875013","0.09147418373875013"
"9","0.09234557202138048","0.09234557202138048","0.09234557202138048","0.09392472731807673","0.09392472731807673","0.09392472731807673","0.09043060188176318","0.09043060188176318","0.09043060188176318"
"10","0.09138946134429969","0.09138946134429969","0.09138946134429969","0.09297444480407621","0.09297444480407621","0.09297444480407621","0.08945950678531545","0.08945950678531545","0.08945950678531545"
