"Step","afl_3_schedule_all - lambdas.3","afl_3_schedule_all - lambdas.3__MIN","afl_3_schedule_all - lambdas.3__MAX","afl_2_schedule_all - lambdas.3","afl_2_schedule_all - lambdas.3__MIN","afl_2_schedule_all - lambdas.3__MAX","afl_1_schedule_all - lambdas.3","afl_1_schedule_all - lambdas.3__MIN","afl_1_schedule_all - lambdas.3__MAX"
"1","0.10044411177821455","0.10044411177821455","0.10044411177821455","0.10028425551392342","0.10028425551392342","0.10028425551392342","0.10069471007669527","0.10069471007669527","0.10069471007669527"
"2","0.10087630055320446","0.10087630055320446","0.10087630055320446","0.10058606795876389","0.10058606795876389","0.10058606795876389","0.10127977855805372","0.10127977855805372","0.10127977855805372"
"3","0.10130787670053291","0.10130787670053291","0.10130787670053291","0.10091857935105765","0.10091857935105765","0.10091857935105765","0.10173509760576772","0.10173509760576772","0.10173509760576772"
"4","0.10169429260862285","0.10169429260862285","0.10169429260862285","0.10125187537333744","0.10125187537333744","0.10125187537333744","0.10204865560576204","0.10204865560576204","0.10204865560576204"
"5","0.10199855130274207","0.10199855130274207","0.10199855130274207","0.10153704966738836","0.10153704966738836","0.10153704966738836","0.10223981921723406","0.10223981921723406","0.10223981921723406"
"6","0.10222105876821092","0.10222105876821092","0.10222105876821092","0.10175050773507843","0.10175050773507843","0.10175050773507843","0.1023432065161729","0.1023432065161729","0.1023432065161729"
"7","0.10237970071044798","0.10237970071044798","0.10237970071044798","0.10188902098037265","0.10188902098037265","0.10188902098037265","0.10238790851992663","0.10238790851992663","0.10238790851992663"
"8","0.10249376665099538","0.10249376665099538","0.10249376665099538","0.1019634154739146","0.1019634154739146","0.1019634154739146","0.10239395655572898","0.10239395655572898","0.10239395655572898"
"9","0.1025786835075918","0.1025786835075918","0.1025786835075918","0.10198899812685061","0.10198899812685061","0.10198899812685061","0.10237465780335651","0.10237465780335651","0.10237465780335651"
"10","0.10264412809693559","0.10264412809693559","0.10264412809693559","0.1019810782949476","0.1019810782949476","0.1019810782949476","0.10233802603751073","0.10233802603751073","0.10233802603751073"
"11","0.10269593235623836","0.10269593235623836","0.10269593235623836","0.10195118843711781","0.10195118843711781","0.10195118843711781","0.10228863056554208","0.10228863056554208","0.10228863056554208"
"12","0.10273780376105214","0.10273780376105214","0.10273780376105214","0.10190644760845338","0.10190644760845338","0.10190644760845338","0.10222892856642003","0.10222892856642003","0.10222892856642003"
"13","0.10277142260262294","0.10277142260262294","0.10277142260262294","0.1018510835627491","0.1018510835627491","0.1018510835627491","0.10216035650276747","0.10216035650276747","0.10216035650276747"
"14","0.10279740938862056","0.10279740938862056","0.10279740938862056","0.10178712117663374","0.10178712117663374","0.10178712117663374","0.10208441987044187","0.10208441987044187","0.10208441987044187"
"15","0.10281637249898425","0.10281637249898425","0.10281637249898425","0.10171552131737802","0.10171552131737802","0.10171552131737802","0.1020021375319184","0.1020021375319184","0.1020021375319184"
"16","0.10282855347677011","0.10282855347677011","0.10282855347677011","0.10163678449262512","0.10163678449262512","0.10163678449262512","0.10191437448146749","0.10191437448146749","0.10191437448146749"
"17","0.10283416100845545","0.10283416100845545","0.10283416100845545","0.1015514615215797","0.1015514615215797","0.1015514615215797","0.10182233822492717","0.10182233822492717","0.10182233822492717"
"18","0.10283292763839169","0.10283292763839169","0.10283292763839169","0.10146022844409601","0.10146022844409601","0.10146022844409601","0.1017269485911539","0.1017269485911539","0.1017269485911539"
"19","0.10282493358607284","0.10282493358607284","0.10282493358607284","0.10136380911756306","0.10136380911756306","0.10136380911756306","0.10162883727952388","0.10162883727952388","0.10162883727952388"
"20","0.10281046547221782","0.10281046547221782","0.10281046547221782","0.10126300934154864","0.10126300934154864","0.10126300934154864","0.10152858335902205","0.10152858335902205","0.10152858335902205"
"21","0.10278989082504268","0.10278989082504268","0.10278989082504268","0.10115865400027069","0.10115865400027069","0.10115865400027069","0.10142675553714188","0.10142675553714188","0.10142675553714188"
"22","0.10276361196363197","0.10276361196363197","0.10276361196363197","0.10105146611103816","0.10105146611103816","0.10105146611103816","0.10132384431081651","0.10132384431081651","0.10132384431081651"
"23","0.10273207484799163","0.10273207484799163","0.10273207484799163","0.10094215841089266","0.10094215841089266","0.10094215841089266","0.10122029039682377","0.10122029039682377","0.10122029039682377"
"24","0.10269574622485729","0.10269574622485729","0.10269574622485729","0.10083138359894973","0.10083138359894973","0.10083138359894973","0.10111662140593076","0.10111662140593076","0.10111662140593076"
"25","0.10265503284894226","0.10265503284894226","0.10265503284894226","0.10071967865456902","0.10071967865456902","0.10071967865456902","0.10101326625429115","0.10101326625429115","0.10101326625429115"
"26","0.10261036214266965","0.10261036214266965","0.10261036214266965","0.10060752931095734","0.10060752931095734","0.10060752931095734","0.10091055914717366","0.10091055914717366","0.10091055914717366"
"27","0.10256219261934221","0.10256219261934221","0.10256219261934221","0.10049534024531755","0.10049534024531755","0.10049534024531755","0.10080877378173803","0.10080877378173803","0.10080877378173803"
"28","0.10251092441505609","0.10251092441505609","0.10251092441505609","0.10038345887714283","0.10038345887714283","0.10038345887714283","0.10070811878105677","0.10070811878105677","0.10070811878105677"
"29","0.1024569659181342","0.1024569659181342","0.1024569659181342","0.10027220784106873","0.10027220784106873","0.10027220784106873","0.10060877601540166","0.10060877601540166","0.10060877601540166"
"30","0.1024007099233884","0.1024007099233884","0.1024007099233884","0.10016189147174064","0.10016189147174064","0.10016189147174064","0.10051089834166016","0.10051089834166016","0.10051089834166016"
"31","0.10234247372141553","0.10234247372141553","0.10234247372141553","0.10005274795205604","0.10005274795205604","0.10005274795205604","0.10041461750960079","0.10041461750960079","0.10041461750960079"
"32","0.1022825654624084","0.1022825654624084","0.1022825654624084","0.09994501403293128","0.09994501403293128","0.09994501403293128","0.1003200238577378","0.1003200238577378","0.1003200238577378"
"33","0.10222126234193038","0.10222126234193038","0.10222126234193038","0.0998388412049161","0.0998388412049161","0.0998388412049161","0.10022720008698248","0.10022720008698248","0.10022720008698248"
"34","0.10215880935505876","0.10215880935505876","0.10215880935505876","0.09973429111102029","0.09973429111102029","0.09973429111102029","0.10013616997701519","0.10013616997701519","0.10013616997701519"
"35","0.1020954403084502","0.1020954403084502","0.1020954403084502","0.09963143874777171","0.09963143874777171","0.09963143874777171","0.10004692118434597","0.10004692118434597","0.10004692118434597"
"36","0.10203135624459557","0.10203135624459557","0.10203135624459557","0.09953035531163935","0.09953035531163935","0.09953035531163935","0.09995944365757543","0.09995944365757543","0.09995944365757543"
"37","0.10196674918938377","0.10196674918938377","0.10196674918938377","0.09943108857315666","0.09943108857315666","0.09943108857315666","0.09987369853063345","0.09987369853063345","0.09987369853063345"
"38","0.10190179721352301","0.10190179721352301","0.10190179721352301","0.09933367846345188","0.09933367846345188","0.09933367846345188","0.0997896650099371","0.0997896650099371","0.0997896650099371"
"39","0.10183664952803546","0.10183664952803546","0.10183664952803546","0.09923814467646264","0.09923814467646264","0.09923814467646264","0.09970733641930661","0.09970733641930661","0.09970733641930661"
"40","0.10177144693402725","0.10177144693402725","0.10177144693402725","0.09914449801078509","0.09914449801078509","0.09914449801078509","0.09962669554452686","0.09962669554452686","0.09962669554452686"
