"Step","afl_3_schedule_all - lambdas.8","afl_3_schedule_all - lambdas.8__MIN","afl_3_schedule_all - lambdas.8__MAX","afl_2_schedule_all - lambdas.8","afl_2_schedule_all - lambdas.8__MIN","afl_2_schedule_all - lambdas.8__MAX","afl_1_schedule_all - lambdas.8","afl_1_schedule_all - lambdas.8__MIN","afl_1_schedule_all - lambdas.8__MAX"
"1","0.09912098742010067","0.09912098742010067","0.09912098742010067","0.09921667141268772","0.09921667141268772","0.09921667141268772","0.09966434811821599","0.09966434811821599","0.09966434811821599"
"2","0.09836786004272191","0.09836786004272191","0.09836786004272191","0.0985628819038329","0.0985628819038329","0.0985628819038329","0.0994093691795296","0.0994093691795296","0.0994093691795296"
"3","0.09772940670591715","0.09772940670591715","0.09772940670591715","0.09797997576858251","0.09797997576858251","0.09797997576858251","0.09926101887037347","0.09926101887037347","0.09926101887037347"
"4","0.09726104510648818","0.09726104510648818","0.09726104510648818","0.09749794989414837","0.09749794989414837","0.09749794989414837","0.09919877965033466","0.09919877965033466","0.09919877965033466"
"5","0.0969690548100637","0.0969690548100637","0.0969690548100637","0.09715172183729559","0.09715172183729559","0.09715172183729559","0.09918469738386426","0.09918469738386426","0.09918469738386426"
"6","0.09680425668939911","0.09680425668939911","0.09680425668939911","0.09693395408817088","0.09693395408817088","0.09693395408817088","0.09919477833202639","0.09919477833202639","0.09919477833202639"
"7","0.09671565341279637","0.09671565341279637","0.09671565341279637","0.09681037853884182","0.09681037853884182","0.09681037853884182","0.09921349654527974","0.09921349654527974","0.09921349654527974"
"8","0.09666917140212151","0.09666917140212151","0.09666917140212151","0.0967414711111731","0.0967414711111731","0.0967414711111731","0.09923390908464126","0.09923390908464126","0.09923390908464126"
"9","0.09664620599844971","0.09664620599844971","0.09664620599844971","0.09670358347417336","0.09670358347417336","0.09670358347417336","0.09925480267722396","0.09925480267722396","0.09925480267722396"
"10","0.09663635674465054","0.09663635674465054","0.09663635674465054","0.09668260262588457","0.09668260262588457","0.09668260262588457","0.09927613844526942","0.09927613844526942","0.09927613844526942"
"11","0.09663387515358297","0.09663387515358297","0.09663387515358297","0.09667093797467209","0.09667093797467209","0.09667093797467209","0.09929889655330051","0.09929889655330051","0.09929889655330051"
