"Step","afl_3_schedule_all - lambdas.4","afl_3_schedule_all - lambdas.4__MIN","afl_3_schedule_all - lambdas.4__MAX","afl_2_schedule_all - lambdas.4","afl_2_schedule_all - lambdas.4__MIN","afl_2_schedule_all - lambdas.4__MAX","afl_1_schedule_all - lambdas.4","afl_1_schedule_all - lambdas.4__MIN","afl_1_schedule_all - lambdas.4__MAX"
"1","0.10024847370054035","0.10024847370054035","0.10024847370054035","0.10072457475742753","0.10072457475742753","0.10072457475742753","0.10091733439908553","0.10091733439908553","0.10091733439908553"
"2","0.10047369271036696","0.10047369271036696","0.10047369271036696","0.10131914873426166","0.10131914873426166","0.10131914873426166","0.10152078280101338","0.10152078280101338","0.10152078280101338"
"3","0.10063823804519526","0.10063823804519526","0.10063823804519526","0.1018369160970245","0.1018369160970245","0.1018369160970245","0.1017397488041561","0.1017397488041561","0.1017397488041561"
"4","0.10067276168295497","0.10067276168295497","0.10067276168295497","0.10222553471372911","0.10222553471372911","0.10222553471372911","0.10162297232531589","0.10162297232531589","0.10162297232531589"
"5","0.10055486947513385","0.10055486947513385","0.10055486947513385","0.10241198005967395","0.10241198005967395","0.10241198005967395","0.10130979484843536","0.10130979484843536","0.10130979484843536"
"6","0.10031920361425382","0.10031920361425382","0.10031920361425382","0.10237886254634763","0.10237886254634763","0.10237886254634763","0.10091159346536387","0.10091159346536387","0.10091159346536387"
"7","0.10001638514396809","0.10001638514396809","0.10001638514396809","0.10217394094679394","0.10217394094679394","0.10217394094679394","0.10049263517366126","0.10049263517366126","0.10049263517366126"
"8","0.09968679397780461","0.09968679397780461","0.09968679397780461","0.10186477871422499","0.10186477871422499","0.10186477871422499","0.10008559351339218","0.10008559351339218","0.10008559351339218"
"9","0.09935541977060613","0.09935541977060613","0.09935541977060613","0.10150506311813101","0.10150506311813101","0.10150506311813101","0.09970529732283587","0.09970529732283587","0.09970529732283587"
"10","0.09903568926844608","0.09903568926844608","0.09903568926844608","0.10113057055937306","0.10113057055937306","0.10113057055937306","0.09935703998318443","0.09935703998318443","0.09935703998318443"
"11","0.09873512634527606","0.09873512634527606","0.09873512634527606","0.10076223128674631","0.10076223128674631","0.10076223128674631","0.09904091731476751","0.09904091731476751","0.09904091731476751"
"12","0.09845701369050074","0.09845701369050074","0.09845701369050074","0.10041109517034533","0.10041109517034533","0.10041109517034533","0.0987546803883419","0.0987546803883419","0.0987546803883419"
"13","0.09820163064745313","0.09820163064745313","0.09820163064745313","0.10008231079968875","0.10008231079968875","0.10008231079968875","0.09849548431645491","0.09849548431645491","0.09849548431645491"
"14","0.09796827832836084","0.09796827832836084","0.09796827832836084","0.09977725440491678","0.09977725440491678","0.09977725440491678","0.0982604676152603","0.0982604676152603","0.0982604676152603"
