"Step","afl_3_schedule_all - lambdas.9","afl_3_schedule_all - lambdas.9__MIN","afl_3_schedule_all - lambdas.9__MAX","afl_2_schedule_all - lambdas.9","afl_2_schedule_all - lambdas.9__MIN","afl_2_schedule_all - lambdas.9__MAX","afl_1_schedule_all - lambdas.9","afl_1_schedule_all - lambdas.9__MIN","afl_1_schedule_all - lambdas.9__MAX"
"1","0.10230463137073803","0.10230463137073803","0.10230463137073803","0.10243724129280504","0.10243724129280504","0.10243724129280504","0.10368728413285498","0.10368728413285498","0.10368728413285498"
"2","0.10458054888719151","0.10458054888719151","0.10458054888719151","0.10475496657779866","0.10475496657779866","0.10475496657779866","0.10750330233082896","0.10750330233082896","0.10750330233082896"
"3","0.10716691307152128","0.10716691307152128","0.10716691307152128","0.10730660692656138","0.10730660692656138","0.10730660692656138","0.11170114198701876","0.11170114198701876","0.11170114198701876"
"4","0.11015324692861302","0.11015324692861302","0.11015324692861302","0.11021729447911946","0.11021729447911946","0.11021729447911946","0.11613932503329132","0.11613932503329132","0.11613932503329132"
"5","0.11347198408106203","0.11347198408106203","0.11347198408106203","0.11348760445888448","0.11348760445888448","0.11348760445888448","0.12060917835036383","0.12060917835036383","0.12060917835036383"
"6","0.11698230968229976","0.11698230968229976","0.11698230968229976","0.11702846049654303","0.11702846049654303","0.11702846049654303","0.12496451128671615","0.12496451128671615","0.12496451128671615"
"7","0.12055529778393367","0.12055529778393367","0.12055529778393367","0.12071553592239727","0.12071553592239727","0.12071553592239727","0.1291255432006239","0.1291255432006239","0.1291255432006239"
"8","0.12409862764058842","0.12409862764058842","0.12409862764058842","0.12443826902682534","0.12443826902682534","0.12443826902682534","0.13305842551542074","0.13305842551542074","0.13305842551542074"
"9","0.1275526031095317","0.1275526031095317","0.1275526031095317","0.12811164227824787","0.12811164227824787","0.12811164227824787","0.13674700225926031","0.13674700225926031","0.13674700225926031"
"10","0.13088179016284215","0.13088179016284215","0.13088179016284215","0.13167981991330127","0.13167981991330127","0.13167981991330127","0.14018949378277118","0.14018949378277118","0.14018949378277118"
"11","0.13406618123486885","0.13406618123486885","0.13406618123486885","0.13510920491685624","0.13510920491685624","0.13510920491685624","0.14339526051956938","0.14339526051956938","0.14339526051956938"
"12","0.137095645961718","0.137095645961718","0.137095645961718","0.1383796034936697","0.1383796034936697","0.1383796034936697","0.14637948964963224","0.14637948964963224","0.14637948964963224"
"13","0.13996837155113317","0.13996837155113317","0.13996837155113317","0.14148067307665704","0.14148067307665704","0.14148067307665704","0.1491587809805054","0.1491587809805054","0.1491587809805054"
"14","0.1426871760189765","0.1426871760189765","0.1426871760189765","0.14441120945127073","0.14441120945127073","0.14441120945127073","0.15174929840992757","0.15174929840992757","0.15174929840992757"
"15","0.1452553520372595","0.1452553520372595","0.1452553520372595","0.14717661517201533","0.14717661517201533","0.14717661517201533","0.15416702514171518","0.15416702514171518","0.15416702514171518"
"16","0.14767842514855337","0.14767842514855337","0.14767842514855337","0.14978587064495172","0.14978587064495172","0.14978587064495172","0.15642552221078215","0.15642552221078215","0.15642552221078215"
"17","0.14996386190941902","0.14996386190941902","0.14996386190941902","0.15224811766848867","0.15224811766848867","0.15224811766848867","0.15853553917767343","0.15853553917767343","0.15853553917767343"
"18","0.15212023233091423","0.15212023233091423","0.15212023233091423","0.1545723724017132","0.1545723724017132","0.1545723724017132","0.1605087165585964","0.1605087165585964","0.1605087165585964"
"19","0.1541556984140725","0.1541556984140725","0.1541556984140725","0.15676724426318336","0.15676724426318336","0.15676724426318336","0.16235723649078287","0.16235723649078287","0.16235723649078287"
"20","0.1560780695784958","0.1560780695784958","0.1560780695784958","0.15884070938439387","0.15884070938439387","0.15884070938439387","0.16409160860249736","0.16409160860249736","0.16409160860249736"
"21","0.15789460394272573","0.15789460394272573","0.15789460394272573","0.16079984442521564","0.16079984442521564","0.16079984442521564","0.16572107219231966","0.16572107219231966","0.16572107219231966"
"22","0.15961206294314598","0.15961206294314598","0.15961206294314598","0.16265172840089703","0.16265172840089703","0.16265172840089703","0.16725421343268201","0.16725421343268201","0.16725421343268201"
"23","0.16123686809770876","0.16123686809770876","0.16123686809770876","0.16440286951868102","0.16440286951868102","0.16440286951868102","0.16869844391949276","0.16869844391949276","0.16869844391949276"
"24","0.16277504426085299","0.16277504426085299","0.16277504426085299","0.16605952601265198","0.16605952601265198","0.16605952601265198","0.1700604895222769","0.1700604895222769","0.1700604895222769"
"25","0.16423238965190098","0.16423238965190098","0.16423238965190098","0.16762774728106503","0.16762774728106503","0.16762774728106503","0.17134670673848593","0.17134670673848593","0.17134670673848593"
"26","0.16561441367251942","0.16561441367251942","0.16561441367251942","0.16911353216986547","0.16911353216986547","0.16911353216986547","0.1725628716168923","0.1725628716168923","0.1725628716168923"
"27","0.1669262370947685","0.1669262370947685","0.1669262370947685","0.17052238077857146","0.17052238077857146","0.17052238077857146","0.17371453668731088","0.17371453668731088","0.17371453668731088"
"28","0.16817246165044564","0.16817246165044564","0.16817246165044564","0.17185952427743825","0.17185952427743825","0.17185952427743825","0.17480681375463838","0.17480681375463838","0.17480681375463838"
"29","0.16935747097146966","0.16935747097146966","0.16935747097146966","0.17312974885957838","0.17312974885957838","0.17312974885957838","0.17584423056735277","0.17584423056735277","0.17584423056735277"
"30","0.17048546121862362","0.17048546121862362","0.17048546121862362","0.17433761079691026","0.17433761079691026","0.17433761079691026","0.1768309025135758","0.1768309025135758","0.1768309025135758"
"31","0.171560350926951","0.171560350926951","0.171560350926951","0.17548720025664702","0.17548720025664702","0.17548720025664702","0.17777044627547114","0.17777044627547114","0.17777044627547114"
"32","0.17258579163139562","0.17258579163139562","0.17258579163139562","0.17658218512503235","0.17658218512503235","0.17658218512503235","0.1786662035697535","0.1786662035697535","0.1786662035697535"
